sentence,label,text
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",1,"FinancialWire (tm), bekerja sama dengan Investrend Broadcast Syndicate, juga menyediakan jadwal panggilan konferensi dan webcast harian yang lengkap sebagai layanan kepada pemegang saham dan investor melalui FirstAlert (tm) Networks oeFirstAlert (tm) Daily."
Return on investment was 16.6 % compared to 15.8 % in 2004 .,2,"Pengembalian investasi adalah 16,6 % dibandingkan dengan 15,8 % pada tahun 2004 ."
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",0,"OMX Helsinki 25 berakhir 0,47 persen lebih rendah pada 3,150.55 dan OMX Helsinki turun 0,21 persen pada 10,736.42 pada omzet 1,523 miliar euro."
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",1,Keputusan Tekes antara lain didasarkan pada beberapa alasan berikut: proyek tersebut mempunyai dampak yang signifikan terhadap perkembangan usaha perusahaan.
STUK today is a full service house expert in radiation and nuclear safety issues .,1,STUK saat ini adalah rumah layanan penuh ahli dalam masalah radiasi dan keselamatan nuklir.
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",1,"Pada bulan April 2005, Neste berpisah dari perusahaan induknya, perusahaan energi Finlandia Fortum, dan terdaftar di Bursa Efek Helsinki."
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",1,"Bank of +àland Finlandia melaporkan laba operasional sebesar EUR 2,2 juta pada kuartal pertama tahun 2010, turun dari EUR 6,3 juta pada periode yang sama tahun 2009."
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,2,"Laba operasional Nordea Group meningkat pada tahun 2010 sebesar 18 persen tahun-ke-tahun menjadi 3,64 miliar euro dan total pendapatan sebesar 3 persen menjadi 9,33 miliar euro."
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,2,Mencari pemantulan yang kuat $SPY -- Reli waktu makan siang akan segera tiba. $DIA $IWM $QQQ $AA $FB
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,1,"""Solusi Konvergensi Seluler Tetap mewakili proposisi nilai utama dalam pasar komunikasi saat ini."
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",1,"Sebagian besar pertumbuhan konsumsi bir terjadi di Timur Jauh, Amerika Latin dan Afrika."
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",2,"Qualcomm: Kenaikan Dividen 10% Memberi Hadiah kepada Investor yang Sabar, Masa Depan Terlihat Cerah https://t.co/TJjVpqhHqD $QCOM"
He is resting comfortably and is looking forward to getting back to work . '',1,Dia sedang beristirahat dengan nyaman dan berharap untuk kembali bekerja. ''
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",1,"Smartphone E7 akan tersedia dengan harga Rs35.000 per handset di seluruh India,'' kata wakil presiden & direktur pelaksana Nokia India D Shivakumar kepada wartawan."
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,1,Stockmann didirikan pada tahun 1862 di Finlandia dan menjadi perusahaan asing pertama yang memasuki pasar perdagangan ritel Rusia pada tahun 1989.
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",0,"Kerugian operasional berjumlah EUR 0,3 juta, turun dari laba sebesar EUR 5,1 juta pada paruh pertama tahun 2009."
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",1,"Laba operasional berjumlah EUR 9,0 juta, turun dari EUR 9,7 juta pada paruh pertama tahun 2008."
$RNN More bleeding Monday.,0,$RNN Lebih banyak pendarahan pada hari Senin.
"Nordstjernan will make the offer in approximately one month , in September 2007 .",1,"Nordstjernan akan melakukan penawaran dalam waktu kurang lebih satu bulan, pada bulan September 2007."
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",1,"Jadi Pak Galvan melakukan penyesuaian tabungannya sendiri, membeli lebih sedikit minuman keras dan memperhatikan ukuran porsi."
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1,"Para pihak telah sepakat untuk tidak mengungkapkan harga kesepakatan tersebut, kata kelompok itu dalam siaran persnya."
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,"ALEXANDRIA, Va., 15 Maret -- Jaakko Vilo dari Turku, Finlandia, telah mengembangkan panel press."
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",1,"Produk penanganan cairan mencakup pipet elektronik dan mekanik, tip sekali pakai serta layanan pemeliharaan dan kalibrasi pipet untuk lembaga penelitian, layanan kesehatan, dan laboratorium industri."
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,1,Antniemi membantah laporan harian Finlandia Turun Sanomat yang menyatakan bahwa perusahaan tersebut sedang mengatur ulang operasinya di negara-negara Baltik.
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",2,"PNC, Goldman Sachs Menerima Lampu Hijau Kenaikan Dividen (Tetapi Jangan Bertindak): http://stks.co/2pa7 $PNC $GS"
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",1,"Setelah pembayaran dilakukan pada bulan April, perusahaan memiliki total pinjaman sebesar EUR 23,0 juta dari lembaga keuangan."
"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",1,"Perusahaan-perusahaan ini memiliki lahan seluas 20.000 meter persegi. gedung perkantoran dan komersial serta sejumlah besar hak bangunan untuk pusat perbelanjaan baru di Liljeholmen, Stockholm."
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,2,"Laba periode tersebut meningkat dari EUR 2,9 juta menjadi EUR 10,5 juta."
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",0,"$QIHU benar-benar melewatkan yang ini, hendak mengikuti tes istirahat 60 itu tetapi tidak, selamat"
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1,"Perusahaan utilitas juga akan menyediakan layanan yang berkaitan dengan manajemen listrik, seperti perdagangan lindung nilai dan manajemen risiko serta pelaporan."
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",2,"$KO telah meleset dari ekspektasi pendapatan selama dua kuartal terakhir, sehingga hasil yang kuat hari ini merupakan kejutan besar http://stks.co/d0RHF"
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,1,Pusat perbelanjaan Stockmann di Latvia adalah anak perusahaan Stockmann Plc dari Finlandia. .
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",1,"Kelompok investasi Finlandia Neomarkka Oyj (HEL: NEMBV) hari ini mengatakan bahwa mereka akan membeli bekas fasilitas produksi Kuitu Finland Ltd, sebagai bagian dari negosiasi mengenai opsi untuk berinvestasi dalam bisnis serat selulosa khusus."
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",2,"Pada bulan Januari-September 2007, penjualan bersih grup dari operasi yang dilanjutkan naik menjadi EUR 213,1 juta dari EUR 172,6 juta pada periode yang sama tahun 2006."
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",1,"Bersamaan dengan rencana merger ini, rencana merger lain telah ditandatangani, yang menurutnya Suomen Projektivuokraus Oy, anak perusahaan VTM-Rakennuskonevuokraamo Oy, akan digabung dengan VTM-Rakennuskonevuokraamo Oy."
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",1,"Produsen kontrak elektronik asal Finlandia, Scanfil, melaporkan penjualan bersih sebesar EUR 58,9 juta pada kuartal kedua tahun 2007, turun dari EUR 62,4 juta pada tahun sebelumnya."
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",2,"""Selain peningkatan kemampuan suara, pelanggan kini memiliki cara yang lebih mudah untuk memenuhi penarikan produk dan persyaratan ketertelusuran lainnya, sehingga memberikan mereka keunggulan kompetitif."
CORRECTED-Shire to buy Dyax for about $5.9 bln,2,"DIPERBAIKI-Shire akan membeli Dyax dengan harga sekitar $5,9 miliar"
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",1,"Hal ini juga mencakup pemasangan peralatan baru, pelatihan dan layanan start-up, serta pekerjaan layanan mesin press sepatu yang disampaikan oleh Vaahto pada tahun 2001."
Nokia is also negotiating the product portfolio of the new company .,1,Nokia juga sedang menegosiasikan portofolio produk perusahaan barunya.
Glencore slumps 30 percent as debt fears grow,0,Glencore merosot 30 persen karena kekhawatiran utang meningkat
The value of the order is EUR 4mn .,1,Nilai pesanannya adalah EUR 4 juta.
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,1,Perusahaan mengatakan bahwa mereka telah menyetujui batas kredit tanpa jaminan sebesar EUR160 juta dari pemberi pinjaman.
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",1,"Perjanjian tersebut, yang mencakup pemantauan, pemeliharaan, layanan kapasitas server dan pencadangan, memiliki opsi perpanjangan satu tahun."
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,2,$BBRY Sierra. Memiliki saldo kas yang besar dan tingkat pertumbuhan yang mengesankan. Akan menjadi pernikahan yang luar biasa!
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",2,"Laba setelah pajak untuk periode tersebut mencapai EUR0,9 juta, dari EUR0,01 juta tahun lalu."
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",1,"Oka mengkhususkan diri dalam konstruksi baru, pekerjaan renovasi bangunan perumahan dan non-perumahan serta tempat untuk keperluan industri dan logistik."
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",1,Kilang penyulingan Neste Oil mempunyai kapasitas penyulingan minyak mentah gabungan sekitar 260.000 barel per hari.
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,1,"Penjualan bersih turun menjadi EUR 49,8 juta dari EUR 59,9 juta."
"In 2007 , Etteplan had turnover of EUR125 .2 m.",1,"Pada tahun 2007, Etteplan mempunyai omzet sebesar EUR125,2 juta."
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,2,"Laba sebelum pajak naik menjadi EUR 0,6 juta dari EUR 0,4 juta pada periode yang sama tahun 2005."
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",1,"Penjualan bersih Pembelajaran & Sastra Sanoma Finlandia, dari grup media Finlandia Sanoma, turun 3,6% pada Januari-Juni 2009 dengan total EUR 162,8 juta, turun dari EUR 168,8 juta pada periode yang sama tahun 2008."
The size of a cider bottle will remain unchanged .,1,Ukuran botol sari buah apel tidak akan berubah.
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2,"Perusahaan industri makanan terdaftar milik Finlan, HKScan Group, perusahaan yang dikendalikan di Baltik meningkatkan pendapatan sebesar EUR 3,5 juta menjadi EUR 160,4 juta pada tahun 2010 dari EUR 156,9 juta pada tahun sebelumnya."
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0,"Pendapatan pada kuartal tersebut turun 8 persen menjadi ( EURO ) 2,4 miliar dibandingkan tahun sebelumnya ."
EBIT excluding non-recurring items was estimated to increase from 2009 .,2,EBIT tidak termasuk item non-recurring diperkirakan meningkat dari tahun 2009.
What we think ?,1,Apa yang kami pikirkan?
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,1,Keith Skeoch akan menggantikan David Nish yang berhenti sebagai kepala eksekutif Standard Life
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",2,"Peningkatan ini dimaksudkan untuk meningkatkan kapasitas jaringan dari 450 MHz menjadi 630 MHz di beberapa kota, sehingga memungkinkan layanan dua arah untuk televisi digital serta data broadband."
No financial details were provided .,1,Tidak ada rincian keuangan yang diberikan.
Tesco share price tumbles after negative broker note,0,Harga saham Tesco anjlok setelah catatan broker negatif
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",1,"Menurut CEO L+ñnnen Tehtaat asal Finlandia, Matti Karppinen, karena kini L+ñnnen Tehtaat telah menjual sebagian besar bisnis pakan dan biji-bijiannya, perusahaan tersebut akan segera mencari akuisisi."
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1,Konsultan TI Finlandia Satama Interactive Oyj mengatakan pada 13 November 2006 bahwa Jarmo Lonnfors mengambil posisi CEO.
"According to the company , the lay-offs will be temporary .",1,"Menurut perusahaan, PHK tersebut bersifat sementara."
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",1,Lalu lintas kargo turun 1 % tahun-ke-tahun menjadi 8.561 ton pada bulan September 2009 .
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,1,Rihko mulai mengelola bisnis Benecol Raisio pada musim panas 2006 setelah memimpin operasi perusahaan tembakau Altadis di Eropa.
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,1,Laporan Keuangan dan Laporan Interim akan dirilis sekitar pukul 9.00 pagi (waktu Finlandia) pada tanggal yang ditentukan.
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",1,"Perusahaan itu seharusnya mengirimkan mesin ke pabrik veneer di wilayah Tomsk, di Rusia."
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0,"Dalam perdagangan bangunan dan perbaikan rumah, penjualan bersih berjumlah EUR 1,173 juta, turun dari EUR 1,566 juta pada tahun sebelumnya."
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",1,"Pembicaraan tersebut melibatkan Divisi Makanan dan Bahan, serta fungsi layanan kelompok, kata perusahaan itu."
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,2,Harga saham Lloyds Banking Group terangkat di tengah laporan bank siap memangkas ratusan pekerjaan di Inggris
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",2,"Outokumpu dari Finlandia, produsen baja tahan karat, berencana mengadakan perjanjian pasokan dengan Kereta Api India."
Shire share price under pressure after $32bn Baxalta deal,0,Harga saham Shire berada di bawah tekanan setelah kesepakatan Baxalta senilai $32 miliar
"However , he expects banks to provide alternative financing .",2,"Namun, ia berharap perbankan bisa memberikan alternatif pembiayaan."
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",1,"Terlalu dini untuk membicarakan tanggal, volume dan prosedur investasi,'' katanya."
"The Russian government will contribute 20 % of the necessary funds , he said .",1,"Pemerintah Rusia akan menyumbang 20% ​​dari dana yang diperlukan, katanya."
We are now in a position to pursue novel clinical candidates going forward . '',2,Kami sekarang berada dalam posisi untuk mengejar kandidat klinis baru di masa depan. ''
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,1,"Penjualan bersih Cymed diperkirakan mencapai EUR 3,5 juta pada tahun 2006 ."
"Operating profit decreased to nearly EUR 1.7 mn , however .",0,"Namun laba operasional turun hingga hampir EUR 1,7 juta."
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",1,"Setelah akuisisi tersebut, Panostaja akan mendirikan unit bisnis baru yang akan fokus pada perlakuan panas logam."
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",2,"Neste Oil Finlandia telah dianugerahi Penghargaan Inovasi Federasi Industri Kimia Finlandia atas teknologi NExBTL-nya, yang memungkinkan biodiesel diproduksi dari minyak nabati dan lemak hewani."
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,1,Perusahaan cat Finlandia tersebut mengakuisisi sisa 49 persen yang bukan miliknya dari LGU Ukraina dengan jumlah yang tidak diungkapkan.
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,1,Atria juga akan membeli saham Kauhajoen Teurastamokiinteistot Oy (harta rumah potong hewan Kauhajoki) dari Koperasi Itikka.
Terms of the acquisition were not disclosed .,1,Persyaratan akuisisi tidak diungkapkan.
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",1,"Dikombinasikan dengan portofolio Basware Enterprise Buy to Pay, ini memberikan otomatisasi tingkat tinggi untuk alur kerja pengadaan dan faktur."
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",1,"Perusahaan ini menghasilkan penjualan bersih sekitar 600 juta euro $775,5 juta per tahun dan mempekerjakan 6.000 orang."
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,1,RSA Insurance Mempekerjakan Egan dari Towergate sebagai Chief Financial Officer
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",2,"Melalui langkah ini, perusahaan menargetkan penghematan tahunan sebesar EUR 3 juta USD 4,3 juta, yang sebagian besar diharapkan dapat direalisasikan tahun ini."
"However , the bottom-line result improved thanks to positive financial items .",2,"Namun, hasil labanya membaik berkat item keuangan yang positif."
$NFLX +3% of the lows,2,$NFLX +3% dari posisi terendah
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,0,"Pemilik NYSE, ICE, mungkin akan menggagalkan merger Deutsche Boerse-LSE"
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",1,"Ahlstrom, yang berkantor pusat di Helsinki, Finlandia, adalah pemimpin global dalam pengembangan, manufaktur, dan pemasaran material berbasis serat berkinerja tinggi."
$DMND green and moving,2,$DMND hijau dan bergerak
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",1,"Pada Q2 tahun 2009, laba sebelum pajak berjumlah EUR 13,6 juta, turun dari EUR 26,8 juta pada Q2 tahun 2008."
The value of this kind of order amounts usually between Euro 2 and 3 million .,1,Nilai pesanan semacam ini biasanya berjumlah antara Euro 2 dan 3 juta.
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",1,"Koleksi kosmetiknya meliputi eye shadow, bedak wajah, lip gloss, maskara dan aksesoris."
The increase range will vary up to 10 % .,1,Kisaran peningkatan akan bervariasi hingga 10%.
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2,Penggabungan LSE-Deutsche Boerse akan menandakan diakhirinya kesepakatan besar
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,0,"Laba operasional untuk melanjutkan operasi turun menjadi EUR 48,3 juta dari EUR 72,4 juta pada semester pertama tahun 2007 ."
The company then said it will focus its resources on clinical research .,1,Perusahaan kemudian mengatakan akan memfokuskan sumber dayanya pada penelitian klinis.
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,1,"Laba bersih Glaston pada kuartal ketiga tahun 2007 turun menjadi 2,4 juta euro ($3,5 juta) dari 3,5 juta euro ($5,1 juta) pada periode yang sama tahun 2006."
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",1,"Instalasi Tekla Structures 16 dibuat sesuai dengan persyaratan Microsoft untuk sertifikasi Windows 7, tambah Perusahaan."
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,2,"AstraZeneca Mengakuisisi ZS Pharma dengan Kesepakatan $2,7 Miliar"
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,1,LONDON MarketWatch -- Harga saham berakhir lebih rendah di London Senin karena rebound saham perbankan gagal mengimbangi pelemahan yang lebih luas pada FTSE 100 .
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,"Saham Kone turun 4,1 persen menjadi x20ac 43 US$ 55,77 di Helsinki."
"In 2007 , Huhtamaki will continue to invest in organic growth .",1,"Pada tahun 2007, Huhtamaki akan terus berinvestasi pada pertumbuhan organik."
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",1,"Surat kabar Daily Graphic, pada bulan Oktober, melaporkan sebuah inisiatif yang dimulai oleh Fidelity Bank untuk bermitra dengan Ghana Post, yang memiliki kantor di seluruh negeri, untuk menawarkan layanan keuangan kepada mereka yang tidak memiliki rekening bank dan tidak mempunyai rekening bank di negara tersebut."
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1,"Unit pemrosesan kaca milik Glaston, Tamglass Glass Processing, adalah produsen produk kaca pengaman berkualitas tinggi yang beroperasi di Finlandia."
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",1,Dari jumlah tersebut 14.747.084 saham dimiliki oleh Perseroan dan jumlah saham beredar serta hak suara yang melekat pada saham tersebut berjumlah 161.256.847 .
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",0,Saham Inggris Sedikit Berubah Mendekati Rekor Seiring Jatuhnya Barclays dan Shell
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0,"$AMRN Mendapat sinyal jual 1/7/14 masih berlaku dengan target di bawah 1,50"
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1,"Bapak Mikko Saavalainen, kepala Penjualan Global Comptel menyimpulkan: `` Gibtelecom memberikan ilustrasi sempurna tentang beragam tantangan bisnis, teknis dan peraturan yang dihadapi operator di OSS mereka saat ini."
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",1,"ALEXANDRIA, Va., 6 Oktober -- Paten Amerika Serikat no. 7.804.288, yang diterbitkan pada 28 September, diberikan kepada Vacon Oyj (Vasa, Finlandia)."
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,2,Perusahaan industri makanan Finlandia HK Ruokatalo dan Atria akan membentuk perusahaan patungan bernama L+ñnsi-Kalkkuna untuk memproduksi daging kalkun.
"Its annual capacity is some 10,000 MW .",1,Kapasitas tahunannya sekitar 10.000 MW.
"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations .",1,"S&P mempertahankan peringkat `` jual '', sementara Nordea dan UBS menegaskan kembali rekomendasi `` beli '' mereka."
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,2,"Laba operasional tidak termasuk biaya restrukturisasi meningkat menjadi EUR 44,5 juta dari EUR 31,7 juta, sedangkan laba operasional termasuk biaya restrukturisasi menunjukkan pertumbuhan yang lebih besar menjadi EUR 38,5 juta dari EUR 7,4 juta."
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",2,"Pendapatan dari bulan Juli sampai September tumbuh 21 persen menjadi EURO 2,3 miliar, perusahaan asal Finlandia tersebut mengatakan pada hari Kamis."
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,2,"Laba operasional naik menjadi EUR 13,1 juta dari EUR 8,7 juta pada periode yang sama tahun 2007 yang mewakili 7,7% dari penjualan bersih."
$KCG bot at 2.24,2,bot $KCG di 2.24
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0,"Di Finlandia, Bank of +àland melaporkan laba operasionalnya turun menjadi EUR 6,1 juta pada kuartal kedua tahun 2008 dari EUR 7,5 juta pada kuartal kedua tahun 2007."
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",1,"Dalam pengumuman terpisah di bursa saham Helsinki, Atria mengungkapkan bahwa laba kuartal ketiga perusahaan turun dari EUR13,9 juta pada kuartal ketiga tahun lalu menjadi EUR12,7 juta pada kuartal ketiga tahun ini."
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,2,Grup Finlandia mengantisipasi keuntungan penjualan sebesar EUR42 juta setelah pajak dan biaya.
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0,"Kerugian operasional unit Mesin Pulp & Kertas melebihi EUR 3 juta pada bulan September 2007-Agustus 2008, dibandingkan dengan keuntungan sebesar EUR 3,7 juta pada tahun sebelumnya."
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0,"Di negara-negara Baltik, penjualan turun sebesar 40,2%, dan di Rusia, sebesar 23,2% dalam euro, dan sebesar 10,7% dalam mata uang lokal."
CompaniesKingfisher bid for Mr Bricolage runs into trouble,0,Tawaran perusahaan Kingfisher untuk Tuan Bricolage mengalami masalah
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",1,"Perubahan nilai wajar properti investasi adalah EUR 15,8 juta, dibandingkan dengan EUR 22,9 juta pada kuartal ketiga tahun 2009."
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,2,Perusahaan berencana untuk memperluas ke pasar internasional melalui anak perusahaan dan distributornya mulai tahun 2011 dan seterusnya.
The investment would be some EUR5m .,1,Investasinya akan mencapai EUR5 juta.
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",2,"Menurut perusahaan asuransi Finlandia Tapiola, Local Insurance Group (L+ñhivakuutus), dan Pohjola, dua badai dahsyat yang terjadi pada akhir Juli dan awal Agustus 2010 yang menebang pohon di sekitar Finlandia telah mempercepat penjualan asuransi hutan."
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,0,$GLD http://stks.co/44ow Pada pemeriksaan lebih dekat.  Resistance 10 poin ke utara pada 200 hari dan garis tren menurun. Bagan 2 dari 2.
